name,prediction,confidence,critic_score,critic_grade,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,key_concern,would_rerun_help
john james,same,high,17,PLAUSIBLE,pass,pass,pass,weak,pass,pass,weak,pass,weak,pass,"The main concern is confidence calibration - high confidence is claimed despite having only Tier 2-3 evidence. While the evidence is strong and corroborated, it lacks definitive Tier 1 sources like LinkedIn career history or hiring announcements that would justify ""high"" confidence. Additionally, one URL appears irrelevant to the superintendent information.",False
john link,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns found. This is a well-documented case with strong evidence.,False
john marshall,same,high,16,PLAUSIBLE,pass,weak,weak,pass,pass,weak,pass,pass,weak,pass,"The LinkedIn profile verification is incomplete - it's not confirmed whether the profile shows career progression from Illinois to New York, which is crucial for establishing identity continuity.",True
john marshall,same,high,5,SUSPECT,pass,weak,weak,weak,fail,fail,fail,fail,fail,fail,"The reasoning claims conclusive evidence for the same person, but provides ZERO verifiable evidence for the Ohio position. All evidence comes from the New York district only. This is a fundamental gap - you cannot prove two positions belong to the same person when you can't even verify the person held the first position.",True
john perdue,same,high,8,SUSPECT,pass,weak,fail,weak,weak,fail,pass,weak,fail,fail,Missing full name verification - no confirmation that 'John Perdue' at Bettendorf has middle initial 'S' to match 'DR JOHN S PERDUE' at CCSD 89,True
john phillips,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning doesn't document the search strategy phases, but this is minor given the strength of the evidence found.",False
john ramos,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"No significant concerns identified. This is a well-reasoned, thoroughly documented case with strong corroborating evidence.",False
john stanford,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"None significant. The reasoning is sound with strong evidence from multiple independent Tier 1 and Tier  sources. The only minor weakness is lack of explicit phase documentation, but this doesn't affect the quality of the conclusion.",False
john stover,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - this is an exemplary case with strong evidence and sound reasoning.,False
john thomas,same,high,6,SUSPECT,pass,fail,weak,fail,fail,weak,pass,fail,fail,fail,"The reasoning commits a critical logical error: it documents two separate superintendent positions held by individuals named John Thomas but provides NO evidence they are the same person. For a common name like John Thomas, this is extremely dangerous reasoning - it's essentially assuming identity based on timeline plausibility alone.",True
john whetzal,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - this is a well-verified case with explicit career transition documentation.,False
johnny brown,same,high,3,SUSPECT,pass,fail,fail,fail,fail,weak,fail,fail,fail,fail,"The reasoning dramatically overstates the evidence, claiming ""definitive evidence"" and ""explicit timeline documentation"" when the provided URLs don't clearly support these claims. This appears to be a case of making assumptions about article content without actually verifying it.",True
johnny james,same,high,11,QUESTIONABLE,pass,pass,weak,fail,weak,pass,fail,pass,fail,weak,"Overconfidence based on mixed evidence quality - grokipedia.com is not a reliable primary source, and the evidence doesn't meet the 2+ Tier 1-2 independent sources requirement for high confidence.",True
jonathan raymond,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,weak,pass,pass,Timeline discrepancy between stated position dates (2008-2011) and evidence dates (2009-2013) for Sacramento tenure needs verification,False
jose espinoza,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is solid but has a minor weakness in not explicitly documenting the 4-phase search strategy. However, the evidence quality and corroboration are excellent.",False
joseph dyer,same,high,17,PLAUSIBLE,pass,pass,weak,pass,pass,pass,weak,pass,weak,pass,"The reasoning claims confirmation of Blue Ridge SD position but doesn't provide the specific source URL or evidence for that claim, creating a gap in the documented career progression.",True
joseph geletka,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"None significant. The only minor weakness is that the reasoning doesn't explicitly document the 4-phase search strategy, but the evidence quality is excellent and the conclusion is well-supported.",False
joseph jones,same,high,7,SUSPECT,pass,fail,weak,pass,fail,fail,pass,fail,fail,fail,"The disambiguator found evidence for Joseph Jones III but incorrectly assumed it matches joseph jones from the original query. This is a fundamental name matching error - the evidence supports a different person with a more specific name, making the entire conclusion invalid.",True
joseph lopez,same,high,7,SUSPECT,pass,pass,pass,fail,fail,fail,weak,fail,fail,fail,"The reasoning makes a critical logical error by assuming Joseph Lopez's ""first teaching job in rural Texas"" proves he was superintendent at San Felipe-Del Rio CISD. The Texas source is from a New York newspaper about his candidacy for a NY position, not direct documentation of his Texas superintendency. The evidence doesn't actually confirm he held the Texas superintendent position at all.",True
joseph meloche,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns identified - this is an exceptionally strong disambiguation case with multiple independent Tier 1 sources explicitly documenting the career transition.,False
joseph petrella,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"None significant. The reasoning is thorough and well-supported by multiple independent sources. There is a minor note that one source mentions 'Dr. Joseph A. Petrella' with middle initial while others use 'Joseph Petrella,' but this is a minor discrepancy that does not undermine the conclusion.",False
joseph ricca,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is very strong with multiple independent Tier 1 sources confirming the career trajectory. The only minor weakness is not explicitly documenting the 4-phase search strategy, though the evidence quality suggests it was properly executed.",False
joseph ricca,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,Minor timeline discrepancy: Position 1 shows 2011-2013 but NJ State Board profile shows 2009-2013 at East Hanover. This doesn't change the conclusion but suggests incomplete record matching.,False
joylynn pruitt adams,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,pass,weak,pass,pass,pass,"Minor concern about one intranet URL accessibility, but overall reasoning appears sound with strong evidence from multiple independent sources.",False
julie harrelson,same,high,6,SUSPECT,pass,weak,weak,fail,fail,fail,pass,fail,fail,fail,"The reasoning overstates the strength of evidence, treating circumstantial Tier 2-3 evidence as conclusive proof of identity. There's no direct evidence linking the Julie Harrelson in Georgia to the Julie Harrelson in Illinois - just two separate people with the same name in superintendent roles.",True
june chang,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The main weakness is the lack of clear documentation of the systematic 4-phase search strategy. While the evidence found is strong, the reasoning doesn't explain how the search was conducted or why certain phases may have been short-circuited.",False
justin lockwood,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is strong overall but lacks explicit documentation of the search strategy phases attempted, making it slightly difficult to verify completeness of the search process.",False
karen garza,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is a well-supported disambiguation with strong evidence from multiple independent sources including a resignation announcement explicitly confirming the transition between districts.,False
kathy dinger,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor concern: The search strategy phases aren't explicitly documented, though the strength of evidence found makes this a minor issue rather than a flaw.",False
kay royster,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The only minor weakness is the lack of explicit documentation of which search phases were attempted, though the evidence suggests a thorough search was conducted.",False
keith custer,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is strong overall, but could be more explicit about the complete search strategy to demonstrate thoroughness.",False
keith marty,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,Minor issue: Search strategy completeness could be more explicit about why Phase 4 wasn't needed given the time span of records.,False
keith miles,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"No significant concerns - this is a well-supported disambiguation with strong, direct evidence.",False
kelly lampe,same,high,17,PLAUSIBLE,pass,pass,weak,pass,pass,weak,pass,pass,pass,weak,"Timeline discrepancy in the newsletter quote - Kelly Lampe states spending 'seven years' in Southwest Kansas, but Bucklin tenure only accounts for 5 years (2016-2018, 2021-2022). This 2-year gap raises questions about complete career history and whether there might be another position or person involved.",True
kenneth bridges,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is very strong overall. The only minor weakness is lack of explicit documentation of the 4-phase search strategy, but the evidence found suggests a thorough search was conducted.",False
kenneth bridges,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor weakness in not explicitly documenting all 4 search phases, but overall very strong evidence and reasoning",False
kenneth hamilton,same,high,18,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,weak,weak,pass,"Timeline discrepancy between position record (2023-2024) and source evidence (2022 start date) creates uncertainty about record accuracy, though the core identity conclusion appears sound.",True
kenneth hamilton,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - this is a well-researched case with strong evidence and proper methodology.,False
kenneth spells,same,high,8,SUSPECT,pass,pass,pass,fail,fail,pass,fail,fail,fail,fail,"The reasoning relies on a Hoke County Schools (North Carolina) website as primary evidence for Kenneth Spells' positions in Indiana and Illinois. This is a fundamental geographic error that invalidates the entire argument. Hoke County, NC has no connection to South Bend, IN or Hazel Crest, IL.",True
kenneth vaughn,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,weak,pass,pass,pass,pass,The reasoning is strong but has a minor gap in full name verification at Gurdon School District - relies on accreditation report showing 'KENNETH VAUGHN' rather than explicit verification from district's primary source.,False
kent edwards,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The search methodology documentation is incomplete - while evidence is strong, the reasoning doesn't explicitly show which of the 4 search phases were attempted or why any were short-circuited.",False
kent mutchler,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns found. This is an exemplary disambiguation with strong Tier 1 evidence directly connecting both positions.,False
kevin brown,same,high,11,QUESTIONABLE,pass,weak,weak,fail,weak,fail,pass,pass,fail,pass,"For a very common name like Kevin Brown, the evidence quality is insufficient for high confidence. All sources are Tier 2, and there's no explicit verification that it's the same full name at both districts. This is a high-risk case where stronger evidence is needed.",True
kevin cogdill,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,Minor weakness in search strategy documentation - no explicit confirmation of systematic phase completion or archive deep-dive attempt.,False
kevin singer,same,high,4,SUSPECT,pass,weak,fail,fail,fail,fail,weak,fail,fail,fail,"The reasoning claims to have strong evidence for Kevin Singer's position at Grapevine-Colleyville ISD, but none of the provided URLs actually mention this district. The high confidence 'same' prediction is based on an unverified assumption about the Texas position, with only circumstantial evidence (plausible timeline) supporting the connection.",True
kimberly lingenfelter,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor timeline discrepancy in reasoning (states 8 years but 2015-2020, 2023 doesn't equal 8 years) but overall evidence is very strong.",False
kirk ahrends,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is solid overall, but the search strategy documentation is incomplete. While the evidence is strong, the 4-phase search approach isn't clearly explained, which makes it harder to verify thoroughness.",False
kriner cash,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning lacks explicit documentation of the 4-phase search strategy, though the evidence quality suggests thorough searching was performed.",False
kristopher harrison,same,high,18,CONFIRMED,pass,pass,weak,weak,pass,pass,pass,pass,pass,pass,"The main concern is whether Patch.com articles truly qualify as Tier 1 evidence - while they document the transition, they're community news sites rather than official district announcements or established education journalism. However, the overall evidence package is still strong.",False
lacee sell,same,high,7,SUSPECT,pass,pass,weak,fail,fail,pass,fail,fail,fail,fail,"The evidence appears to be fabricated or severely compromised. Both sources are dated 2026, which is in the future relative to the current date of 2024. One source is from ransonfinancial.com, which is not a credible education news source. These impossible dates and questionable sources completely invalidate the reasoning and prediction.",True
larry johnson,same,high,3,SUSPECT,pass,fail,fail,fail,fail,fail,weak,fail,fail,fail,"Critical timeline contradiction: claims Larry Johnson was fired from Darrington in 2011 but also served at Port Hope from 2008-2010, suggesting the reasoning is mixing evidence from different Larry Johnsons rather than documenting one person's career path.",True
larry johnson,same,high,6,SUSPECT,pass,fail,fail,fail,fail,pass,pass,fail,fail,fail,"The disambiguator found two independent news articles confirming 'Larry Johnson' was superintendent at each district, but neither article mentions the other district or provides career history. For a moderately common name, this is insufficient evidence to conclude these are the same person. This is a name coincidence case masquerading as a confirmed match.",True
laura blessing,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"The only minor concern is a slight discrepancy in the exact transition year - sources suggest 2020 start at Miamisburg while the record shows 2019, but this doesn't undermine the core conclusion that it's the same person.",False
laurie bandlow,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns identified. This is a well-documented case with multiple strong sources.,False
laurie kimbrel,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - this is an exemplary disambiguation with strong evidence and proper reasoning.,False
laurie walles,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"None - this appears to be an exemplary disambiguation with strong, multi-source evidence and sound reasoning.",False
lawrence kapugia,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns found. The disambiguation appears well-supported with multiple independent sources showing a clear career transition between districts.,False
linda iverson,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns found - the reasoning is strong with explicit career trajectory evidence from Charles County Public Schools staff page.,False
link luttrell,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns identified. This is a textbook case with excellent evidence and reasoning.,False
logan lightfoot,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor weakness in not explicitly documenting the 4-phase search strategy, though the comprehensive results suggest thorough searching was conducted.",False
louis muenker,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exceptionally well-supported disambiguation with strong evidence and coherent reasoning.,False
lynn johnson,same,high,8,SUSPECT,pass,pass,weak,fail,fail,pass,weak,fail,fail,fail,"The reasoning relies on a 2026 Fullerton hiring article as primary evidence for connecting 2019-2020 and 2021-2023 positions, which is temporally impossible and suggests either a data error or fabricated evidence. The claimed Arlington position in the career path is undocumented, creating a significant gap in the supposed career progression.",True
lynn johnson,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"No significant concerns identified. The reasoning is exceptionally strong with multiple independent Tier 1-2 sources creating a clear, documented career trajectory across three states.",False
lynn johnson,same,high,15,PLAUSIBLE,pass,pass,pass,weak,weak,pass,pass,pass,fail,weak,"Confidence is too high for the evidence quality. The reasoning shows a plausible career path but lacks definitive Tier 1 sources (LinkedIn, hiring announcements, transition news) that would justify ""high confidence"" that this is the same Lynn Johnson.",True
maria pitre martin,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns found. This is a well-documented case with strong Tier 1 evidence directly connecting the two superintendent positions.,False
marion martinez,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor gap in documenting all search phases, but overall reasoning is strong and well-supported",False
mark bejot,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,weak,"Strong evidence supports same person prediction with proper verification, but minor concern about unverified 10-year career gap between positions",False
mark bejot,same,high,18,CONFIRMED,pass,pass,pass,weak,pass,pass,pass,pass,weak,pass,The main weakness is evidence tier classification - high confidence is based entirely on Tier 2-3 sources without any Tier 1 evidence like LinkedIn profiles or hiring announcements that would typically justify high confidence predictions.,False
mark daniel,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"None - this appears to be an exemplary disambiguation with strong, properly classified evidence and appropriate confidence calibration.",False
mark daniel,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,weak,pass,pass,pass,pass,"Minor weakness in not explicitly stating full name verification at both districts, though sources support this connection",False
mark daniel,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exemplary disambiguation with strong evidence and reasoning.,False
mark evans,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,weak,pass,pass,pass,pass,"Minor weakness in search strategy documentation and full name verification at both districts, but overall strong evidence supporting the conclusion.",False
mark johnson,same,high,13,QUESTIONABLE,pass,fail,weak,pass,fail,pass,pass,pass,fail,pass,"For a very common name like 'Mark Johnson', high confidence 'same' prediction requires multiple strong independent sources. This case relies primarily on one news article, which is insufficient for the confidence level claimed.",True
mark miles,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - this is a well-reasoned disambiguation with strong corroborating evidence.,False
mark stefanik,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,No significant concerns found. The reasoning is sound with strong corroborating evidence.,False
marla stephenson,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor weakness in not explicitly documenting the 4-phase search strategy, but overall very strong case with multiple Tier 1 sources providing direct evidence of the same person holding both positions.",False
marshall lewis,same,high,9,SUSPECT,pass,weak,weak,weak,fail,pass,pass,fail,fail,fail,"The disambiguator concludes ""same"" with ""high confidence"" based entirely on name matching and timeline plausibility, but provides NO evidence that the Marshall Lewis who worked in Nebraska is the SAME person as the Marshall Lewis in Iowa. All cited sources only confirm that someone named Marshall Lewis held each position independently - none connect them to one person. This is a dangerous false positive for a moderately common name.",True
marshall lewis,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning appears sound and well-supported. The only minor gap is the lack of explicit mention of archive deep-dive for records 5+ years old, but sufficient evidence was gathered through other means.",False
martin handler,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - this appears to be a well-documented case with strong Tier 1 evidence explicitly connecting the two positions.,False
marvin wade,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns identified - this is an exemplary disambiguation with strong evidence and sound reasoning.,False
mary ann kahl,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - this is an exceptionally well-supported case with rare self-confirmation evidence.,False
matthew block,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,weak,pass,pass,pass,pass,"Minor documentation gaps in search process and explicit full name verification, but overall strong evidence supporting the prediction.",False
matthew friedman,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exceptionally well-documented case with multiple independent Tier 1 sources confirming the career transition.,False
matthew wendt,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,The reasoning is strong but would benefit from explicitly documenting the search phases attempted.,False
matthew wendt,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor concern about lack of explicit search strategy documentation, but overall reasoning is sound and evidence is strong.",False
matthew wendt,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor discrepancy: Input shows Position 1 as 2012-2014, but evidence confirms service 2012-2016. This was corrected but worth noting.",False
melinda moss,same,high,16,PLAUSIBLE,pass,pass,weak,pass,pass,fail,pass,pass,weak,pass,"The reasoning fails to verify that 'Melinda Moss' (first + last name) appears at both districts. The evidence shows a person at Joplin who previously served at Harrison, but doesn't confirm that the Harrison record shows 'Melinda Moss' rather than 'Mendy Moss'. This is a critical gap for a 'same' prediction with high confidence.",True
meria carstarphen,same,high,15,PLAUSIBLE,pass,pass,weak,pass,weak,pass,weak,weak,weak,pass,"Timeline inconsistency between original query (2009-2013 for Austin) and evidence (2009-2014 for Austin), plus URL typo suggesting potential accuracy issues in source verification.",True
michael bakalis,same,high,5,SUSPECT,pass,pass,fail,fail,fail,fail,weak,fail,fail,fail,"The reasoning makes a critical logical leap: it assumes that because Bakalis was CEO of American Quality Schools (the charter management organization), he must have been the superintendent at individual schools managed by that organization. There is no actual evidence that he held superintendent positions at either Thea Bowman Leadership Academy or Great Lakes Explorations Academy.",True
michael brown,same,high,6,SUSPECT,pass,weak,fail,fail,fail,fail,pass,weak,fail,fail,"For an extremely common name like Michael Brown, the disambiguator relied entirely on 2024 hiring sources that all appear to derive from the same press release, without attempting to verify the Boyd County tenure through Boyd County's own records, archives, or independent sources. This is a single-source verification masquerading as multiple independent sources. The prediction 'same' could easily be wrong if the press release contained an error or if another Michael Brown worked at Boyd County.",True
michael brown,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,pass,weak,pass,pass,pass,"The Opinion-Tribune URL is incomplete, though the reasoning describes its content accurately. This is a minor documentation issue that doesn't undermine the overall strong evidence.",False
michael gaunt,same,high,7,SUSPECT,pass,weak,fail,weak,weak,fail,weak,weak,fail,fail,"The reasoning claims high confidence that both positions refer to the same person based primarily on timeline plausibility and two news articles mentioning 'Mike Gaunt', but suffers from a major logical contradiction (retiring then immediately taking a new position), lacks Tier 1 evidence, and fails to definitively connect the two records beyond name similarity.",True
michael gray,same,high,11,QUESTIONABLE,pass,pass,weak,pass,pass,fail,pass,fail,fail,fail,"The evidence connects Michael Gray to East Alton-Wood River School District, not East Alton School District 13 as recorded. This is a critical mismatch that invalidates the high confidence conclusion.",True
michael gray,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,weak,pass,pass,"The main concern is the district naming discrepancy - the news article references 'East Alton-Wood River School District' while the position specifies 'East Alton School District 13'. While this is likely the same district or related districts, the reasoning doesn't explicitly address this inconsistency.",False
michael holland,same,high,13,QUESTIONABLE,pass,pass,weak,pass,pass,pass,pass,fail,fail,fail,"Critical timeline inconsistency between claimed career progression and documented evidence - Dallas News states Holland was superintendent at Forney ISD until May 2014, but reasoning claims position ended in 2013, creating potential overlap with other positions.",True
michael kelly,same,high,6,SUSPECT,pass,fail,fail,fail,fail,pass,pass,fail,fail,fail,"This is a high-risk case: a very common name (Michael Kelly) predicted as ""same"" with only timeline plausibility and separate position confirmations. No sources actually connect the two districts or verify career continuity. The middle initial helps but is insufficient for high confidence on such a common name. The reasoning commits the classic fallacy of treating ""2+ sources confirming positions exist"" as ""2+ sources confirming same person.""",True
michael kopakowski,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"None identified. This is an exemplary disambiguation with strong, direct evidence from multiple independent sources.",False
michael meissen,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is strong but lacks explicit documentation of the search strategy phases, which is a minor methodological gap.",False
robert winter,same,high,13,QUESTIONABLE,pass,pass,weak,pass,pass,pass,pass,fail,fail,fail,"Critical timeline contradiction: The obituary states Glynn County was Robert Winter's last position before his 2017 death, but the reasoning claims he also served in Grand Island, NE from 2011-2015. These cannot both be true - if Glynn County was his last position, he couldn't have served in Nebraska afterward.",True
robert winter,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,The reasoning is strong overall but could be more explicit about documenting the complete 4-phase search strategy process.,False
robert young,same,high,17,PLAUSIBLE,pass,pass,weak,pass,pass,weak,pass,pass,weak,pass,"The main concern is incomplete full name verification - while one source mentions 'Dr. Robert C. Young, Jr.', the reasoning doesn't consistently verify this full name at both districts, relying mostly on 'Robert Young' matches.",True
rodney green,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The only minor weakness is the lack of explicit documentation of the 4-phase search strategy, though the evidence suggests thorough searching was completed.",False
ronald heilmann,same,high,10,QUESTIONABLE,pass,pass,fail,weak,weak,fail,weak,pass,fail,weak,"The reasoning claims high confidence 'same' but lacks proper full name verification at both districts and may not have sufficient independent Tier 1-2 sources to support this conclusion. The jump from 'Dr. Ron Heilmann' to 'DR. RONALD A. HEILMANN, JR.' is assumed rather than proven.",True
ronald walker,same,high,15,PLAUSIBLE,pass,pass,weak,pass,pass,fail,pass,pass,weak,weak,"The critical failure is the lack of full name verification at BOTH districts. The reasoning mentions 'Ronald Walker' vs 'Walker, Ronald P.' but doesn't confirm these are the same person by verifying the complete name matches at both New Home ISD and Geary County Schools. Without this verification, we cannot be certain these records refer to the same individual, especially given the middle initial discrepancy.",True
rosa atkins,same,high,15,PLAUSIBLE,pass,pass,weak,weak,weak,pass,pass,pass,fail,pass,The confidence level appears over-calibrated - high confidence declared without the required Tier 1 evidence (like a hiring announcement explicitly mentioning the transition from Charlottesville to Northampton). The sources confirm Dr. Rosa S. Atkins at each district separately but don't explicitly connect the two positions.,True
roy montesano,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None - the reasoning appears robust and well-supported by multiple independent Tier 1 sources,False
roy montesano,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"No significant concerns found. This is an exemplary disambiguation with strong, multi-source evidence properly classified and reasoned.",False
roy rakszawski,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor methodological weakness in not explicitly documenting the 4-phase search strategy, though this doesn't undermine the conclusion given the strength of evidence.",False
rustin clark,same,high,13,QUESTIONABLE,pass,pass,pass,fail,fail,pass,pass,pass,fail,weak,"The evidence establishes that Rustin Clark was superintendent at Billings (2015-2018) and Dr. Rustin Clark is superintendent at Argonia (2021-2024), but NO source directly connects these as the same person. The ""same"" conclusion with ""high confidence"" relies entirely on circumstantial inference (name similarity, timeline plausibility, email pattern, geographic proximity) rather than direct corroboration (hiring announcement mentioning prior district, LinkedIn career history, transition news). For an uncommon name, this is plausible but not high-confidence.",False
samuel depaul,same,high,6,SUSPECT,fail,pass,weak,fail,weak,pass,fail,fail,fail,fail,"The reasoning relies on a NOLA.com article about Louisiana schools to supposedly confirm employment in North Carolina, which is a fundamental geographic mismatch that invalidates the core evidence chain.",True
samuel king,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns identified. The reasoning appears sound with strong evidence.,False
samuel light,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns identified. The reasoning is thorough and well-supported with strong evidence.,False
scott springston,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is generally solid but lacks explicit documentation of the systematic 4-phase search strategy, which would strengthen the methodological rigor.",False
scott spurgeon,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is solid and evidence is strong, but could have been more explicit about documenting the search strategy phases. However, this is a minor documentation issue rather than a substantive flaw.",False
shane gordon,same,high,5,SUSPECT,pass,weak,fail,fail,fail,fail,pass,fail,fail,fail,"The reasoning fundamentally misrepresents its evidence. It claims to have found proof that Shane Gordon moved from Westside School District (AR) to Meridian CUSD 15 (IL), but the evidence actually shows movement from Bluford Unit School District 318 (IL) to Meridian CUSD 15 (IL). There is zero evidence connecting Shane Gordon to the Arkansas position.",True
shane gordon,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is very strong with multiple independent official sources documenting a clear career progression. The only minor weakness is not explicitly documenting the 4-phase search strategy, but the evidence breadth suggests thorough searching.",False
sharon contreras,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns - this is an exemplary disambiguation with strong evidence and proper reasoning,False
sharon weir,same,high,12,QUESTIONABLE,fail,pass,weak,weak,pass,pass,weak,pass,weak,fail,The primary concern is the use of a UK newspaper article (Daily Record) as key evidence for verifying US school superintendent positions. This non-US source raises serious questions about evidence reliability and appropriateness.,True
